Title,Price1,product__pricing_area2
Palmolive Naturals Body Wash Anti Stress | 1.8L,$12.00,$0.67 per 100mL | Was $14.00
Nyal Decongested Nasal Spray | 15mL,$9.00,$60.00 per 100mL
Libra Goodnights Ultra Thin Value Pack Pads | 20 pack,$8.50,$0.43 per 1ea | Was $9.10 on Nov 2022
Dettol Instant Hand Sanitiser Pump | 500mL,$14.95,$2.99 per 100mL
Nivea Sun SPF 50+ Protect & Moisture Sunscreen Lotion | 400mL,$23.00,$5.75 per 100mL
Libra Liners Active Protect | 30 pack,$3.50,$0.12 per 1ea
Neutrogena Ultra Sheer Face Lotion Sunscreen SPF 50 | 88mL,$18.00,$20.45 per 100mL
Brut Antiperspirant Deodorant Original | 130g,$7.50,$5.77 per 100g
Redwin Sorbolene Moisturise | 1.1L,$11.00,$1.00 per 100mL
Oral-B Frozen Kids Toothpaste With Sugar Shield  3+ Years | 92g,$1.75,$1.90 per 100g | Was $3.50
Coles Mint Dental Floss 50m | 1 each,$3.00,$3.00 per 1ea
,$2.25,$4.50 per 100mL | Was $4.50
Coles Foaming Hand Wash Lime & Mint Antibacterial | 250mL,$2.40,$0.96 per 100mL
Coles Foaming Hand Wash Raspberry | 250mL,$2.40,$0.96 per 100mL
Coles Foaming Hand Wash Passionfruit | 250mL,$2.40,$0.96 per 100mL
Macleans Little Teeth Kids Toothpaste 4-6 Years | 63g,$2.00,$3.17 per 100g
U by Kotex Sport Tampons Regular | 16 pack,$3.74,$0.23 per 1ea | Was $5.35
,$4.00,$0.80 per 100mL | Was $8.00
Rexona Men Antiperspirant Aerosol Advanced Turbo Deodorant | 220mL,$4.25,$1.93 per 100mL | Was $8.50
Australian Botanical Bar Soap Goat Milk & Soya Bean Oil | 200g,$4.00,$2.00 per 100g
L'Oreal Elvive Extraordinary Oils Shampoo | 300mL,$4.50,$1.50 per 100mL | Was $8.00
L'Oreal Paris Elvive Hyaluron Plump Shampoo | 300mL,$4.50,$1.50 per 100mL | Was $8.00
Oral B Sensitivity & Gum Extra Fresh Breath Toothpaste | 90g,$5.00,$5.56 per 100g | Was $10.00
Nivea Sensitive Protect Roll On Antiperspirant Deodorant | 50mL,$4.00,$8.00 per 100mL
Nivea Men Sensitive Protect Antiperspirant Roll On Deodorant | 50mL,$4.00,$8.00 per 100mL
Femfresh Daily Wash | 250mL,$5.50,$2.20 per 100mL | Was $7.00
Palmolive Lime & Mint Foaming Liquid Hand Wash Refill | 1L,$6.80,$0.68 per 100mL | Was $8.50
Hydralyte Tablets Orange | 10 pack,$6.90,$0.69 per 1ea | Was $8.40
Hydralyte Effervescent Strawberry Kiwi Tablet | 10 pack,$6.90,$0.69 per 1ea | Was $8.40
Tampax Pearl Compak Super Tampons With Applicator | 18 pack,$7.50,$0.42 per 1ea
Bosistos Kakadu Plum & Lemon Myrtle Body Wash Pump | 1L,$8.00,$0.80 per 100mL | Was $16.00
Nivea Men Deep Aerosol Antiperspirant Deodorant | 250mL,$7.50,$3.00 per 100mL
Pantene  Repair & Protect Shampoo | 375mL,$9.00,$2.40 per 100mL
Dove Men Antiperspirant Aerosol Clean Comfort Zero Aluminium | 200mL,$8.50,$4.25 per 100mL
Rexona Men Antiperspirant Sport Fresh | 250mL,$6.00,$2.40 per 100mL | Was $6.50 on May 2022
Colgate Sensitive Multiprotection Toothpaste | 110g,$9.00,$8.18 per 100g
U by Kotex Tampons Super | 32 pack,$7.00,$0.22 per 1ea
Libra Regular Tampons | 32 pack,$7.00,$0.22 per 1ea | Was $7.60 on Nov 2022
Nivea Body Lotion Coconut & Monoi Oil | 400mL,$10.50,$2.63 per 100mL
Glow Lab Coconut & Sandalwood Body Wash | 900mL,$18.00,$2.00 per 100mL
Gillette Mach3+ Razor | 1 each,$13.00,$13.00 per 1ea
Pantene Pro-V Daily Moisture Renewal Shampoo | 900mL,$19.00,$2.11 per 100mL
Gaviscon Dual Action Liquid | 600mL,$18.50,$3.08 per 100mL
Aveeno Daily Moisturising Body Lotion | 1L,$30.00,$3.00 per 100mL
Coles Antibacterial Hand Wash Lime Fresh | 250mL,$2.00,$0.80 per 100mL
Coles Nail Polish Remover Non Acetone | 125mL,$2.80,$2.24 per 100mL
,$2.25,$4.50 per 100mL | Was $4.50
U by Kotex Sport Tampons Super | 16 pack,$3.74,$0.23 per 1ea | Was $5.35
Tena Ultimate Coverage Ultra Long Liners | 22 pack,$3.85,$0.18 per 1ea
Nivea Repair & Protect Moisturising Lip Balm + SPF15 | 4.8g,$4.50,$93.75 per 100g
Dettol Anti-Bacterial Lime & Orange Foam Hand wash Pump | 250mL,$3.50,$1.40 per 100mL
Rexona Clinical Protection Summer Strength | 180mL,$5.50,$3.06 per 100mL | Was $11.00
Dettol Antibacterial Liquid Hand Wash Refresh Refill | 950mL,$6.00,$0.63 per 100mL | Was $10.00
Nivea Pearl & Beauty Aerosol Antiperspirant Deodorant | 150mL,$5.00,$3.33 per 100mL
Libra Invisible Pads Super Wing | 10 pack,$5.50,$0.55 per 1ea
Gaviscon Dual Action Mixed Berry Tablets | 16 pack,$6.50,$0.41 per 1ea
Gillette Sensitive Skin Soothing Aloe Vera Shave Gel | 195g,$7.00,$3.59 per 100g
,$6.00,$0.38 per 1ea | Was $7.00 on Nov 2022
Libra Girl Goodnight Pads With Wings | 10 pack,$5.00,$0.50 per 1ea
Colgate Slim Soft Advance Gold Manual Toothbrush | 1 pack,$6.00,$6.00 per 1ea
Garnier Hydrabomb Tissue Mask Sakura | 28g,$7.00,$25.00 per 100g
Dove Daily Care Shampoo | 320mL,$7.70,$2.41 per 100mL
Colgate Plax Peppermint Dental Mouthwash | 500mL,$7.00,$1.40 per 100mL
Poise Pads For Bladder Leaks Extra | 12 pack,$6.00,$0.50 per 1ea
Nivea 3 In 1 Gentle Cleansing Facial Wipes Dry & Sensitive Skin | 25 pack,$8.00,$0.32 per 1ea
Sukin Botanical Body Wash Pineapple & Coconut | 500mL,$9.95,$1.99 per 100mL
Sukin Arkie Hand Wash | 500mL,$9.95,$1.99 per 100mL
Zyrtec Hayfever Rapid Acting Antihistamine & Allergy Mini Tablets | 10 pack,$11.20,$1.12 per 1ea | Was $14.00
Gillette Venus Comfort Glide White Tea Disposable Razors | 2 pack,$10.00,$5.00 per 1ea
Gillette Venus Sensitive Disposable Razors | 3 pack,$11.50,$3.83 per 1ea
Sensodyne Sensitive Teeth Pain Repair & Protect Fluoride Toothpaste | 100g,$12.30,$12.30 per 100g
Colgate Advanced Whitening Charcoal Toothpaste | 180g,$8.00,$4.44 per 100g
Caredent Eeziflossers | 24 pack,$2.60,$0.11 per 1ea | Was $3.00
Dove Beauty Bar Sensitive | 6 pack,$8.80,$1.47 per 1ea
Rexona Men Original Roll On Deodorant | 50mL,$2.25,$4.50 per 100mL | Was $4.50
U by Kotex Cotton Liners | 26 pack,$2.73,$0.11 per 1ea | Was $3.90
Coles Mint Fresh Mouthwash | 500mL,$2.20,$0.44 per 100mL
Coles White Petroleum Jelly | 200g,$2.75,$1.38 per 100g
Macleans Milk Teeth Kids Toothpaste 0-3 Years | 63g,$2.00,$3.17 per 100g
U by Kotex Sport Ultrathin Pads Super With Wings | 10 pack,$3.43,$0.34 per 1ea | Was $4.90
U by Kotex Cotton Ultrathin Pads Overnight With Wings | 8 pack,$3.43,$0.43 per 1ea | Was $4.90
Schick Hydro Sensitive Gel | 198g,$3.50,$1.77 per 100g | Was $7.00
Coles Medistrips Plastic Strips | 100 pack,$2.20,$0.02 per 1ea
Colgate Great Regular Flavour Toothpaste | 90g,$2.00,$2.22 per 100g
Palmolive Coconut Body Butter Shower Scrub | 400mL,$4.00,$1.00 per 100mL
Grants Of Australia Whitening Spearmint Toothpaste | 110g,$4.30,$3.91 per 100g
Tena Pads Mini Plus | 16 pack,$4.41,$0.28 per 1ea
Sunsilk Addictive Brilliant Shine Shampoo | 350mL,$4.55,$1.30 per 100mL | Was $6.50
Coles Cetirizine Rapid 10Mg Tablets | 10 pack,$6.00,$0.60 per 1ea
Coles Paw Paw Ointment | 25g,$2.55,$10.20 per 100g
Schick Xtreme 3 Sensitive Disposable Razor with Aloe | 10 pack,$5.00,$0.50 per 1ea | Was $10.00
Oral B Sensitivity & Gum Gentle White Toothpaste | 90g,$5.00,$5.56 per 100g | Was $10.00
Band-Aid Waterproof Tough Strips | 20 pack,$4.50,$0.23 per 1ea
Palmolive Body Wash Luminous Oil Invigorating | 750mL,$5.50,$0.73 per 100mL | Was $11.00
Palmolive Body Wash Luminous Oil Coconut & Frangipani | 750mL,$5.50,$0.73 per 100mL | Was $11.00
Libra Goodnight Extra Long & Wide | 6 pack,$5.00,
Carefree Long Liners | 30 pack,$5.00,$0.17 per 1ea
Norsca Aluminium Free Anti-Perspirant Roll On Deodorant | 50mL,$5.00,$10.00 per 100mL
Colgate Blue Minty Gel Toothpaste | 165g,$3.50,$2.12 per 100g
Libra Original Regular Tampons | 16 pack,$4.30,$0.27 per 1ea
Nurofen Ibuprofen 200mg Tablets Pain Relief | 24 pack,$6.50,$0.27 per 1ea
Batiste Coconut & Exotic Tropical Dry Shampoo | 200mL,$8.00,$4.00 per 100mL | Was $12.00
Clairol Natural Instincts 5 Hazelnut Medium Brown Hair Colour | 1 pack,$8.00,$8.00 per 1ea | Was $16.00
Carefree Flexia Fragrance Free Super Tampons With Wings | 16 pack,$6.00,$0.38 per 1ea
Listerine Mouthwash Total Care | 250mL,$7.00,$2.80 per 100mL
Nivea  Men Shave Gel One Stroke | 200mL,$6.50,$3.25 per 100mL
Pantene Daily Moisture Renewal Shampoo | 375mL,$9.00,$2.40 per 100mL
Dove Women Antiperspirant Invisible Dry | 220mL,$8.50,$3.86 per 100mL
Nivea Facial Wipes Normal | 25 pack,$8.00,$0.32 per 1ea
Colgate Total Charcoal Deep Clean Toothpaste | 200g,$10.00,$5.00 per 100g
Colgate Total Gum Health Toothpaste | 200g,$10.00,$5.00 per 100g
Aveeno Intense Relief Hand Cream | 100g,$11.50,$11.50 per 100g
Libra Super Tampons | 32 pack,$7.00,$0.22 per 1ea | Was $7.60 on Nov 2022
Polident 3 Minute Daily Cleanser For Denture | 66 pack,$10.00,$0.15 per 1ea
Dove Glowing Mango Body wash | 1L,$17.00,$1.70 per 100mL
Nivea Sun SPF 50+ Sunscreen Spray Ultra Sport | 300mL,$23.00,$7.67 per 100mL
Cetaphil Daily Exfoliating Face Cleanser | 178mL,$19.00,$10.67 per 100mL
Vaseline Petroleum Jelly Original | 100g,$5.50,$5.50 per 100g
OC Naturals Antibacterial Lemongrass & Ginger Hand Wash | 500mL,$5.00,$1.00 per 100mL
Coles Hand Wash Milk & Honey | 250mL,$2.00,$0.80 per 100mL
Beach Road Naturals Lemon Myrtle & Australian Bush Honey Castile Body Bar | 150g,$2.10,$1.40 per 100g | Was $3.50
Beach Road Natural Lavender & Camomile Castile Body Bar | 150g,$2.10,$1.40 per 100g | Was $3.50
Pantene Daily Moisture Renewal Shampoo | 90mL,$3.00,$3.33 per 100mL
Pantene Daily Moisture Renewal Conditioner | 90mL,$3.00,$3.33 per 100mL
Mitchum Men's Roll On Sport Antiperspirant Deodorant | 50mL,$3.52,$7.04 per 100mL | Was $4.40
Beckham Intimately Deodorant Body Spray | 150mL,$4.00,$2.67 per 100mL | Was $8.00
Rexona Antiperspirant Coconut | 220mL,$4.25,$1.93 per 100mL | Was $8.50
Nivea Watermelon Shine Lip Balm | 4.8g,$4.50,$93.75 per 100g
Colgate Plax Fresh Mint Mouthwash | 250mL,$4.50,$1.80 per 100mL
Colgate Total Mint Stripe Multi Benefit Toothpaste | 200g,$5.50,$2.75 per 100g
Original Source Vanilla & Raspberry Shower Gel | 250mL,$5.00,$2.00 per 100mL
Original Source Tingly Mint & Tea Tree Shower Gel | 250mL,$5.00,$2.00 per 100mL
Coles Epsom Salts | 1kg,$6.00,$6.00 per 1kg
Carefree Original Unscented Panty Liners | 30 pack,$5.00,$0.17 per 1ea
Carefree Original Unscented Panty Liners | 48 pack,$5.50,$0.11 per 1ea
Cutex Strengthening Nail Polish Remover | 100mL,$4.80,$0.48 per 10mL
Coles SPF 50+ Sunscreen Ultra Sensitive | 200mL,$5.00,$2.50 per 100mL
Carefree Barely There Aloe Panty Liners | 42 pack,$5.00,$0.12 per 1ea
Carefree Flexia Fragrance Free Regular Tampons With Wings | 16 pack,$6.00,$0.38 per 1ea
Palmolive Body Wash Lum Oil Jojaba & Orange Blossom | 400mL,$6.00,$1.50 per 100mL
Stayfree Ultra Thin All Nights Pads With Wings | 10 pack,$6.00,$0.60 per 1ea
Lux Soap Bar White Soft Caress | 8 pack,$5.50,$0.69 per 1ea
Quick-Eze Antacid Original Tablets | 5 pack,$7.50,$0.13 per 1ea
Johnson's Daily Essentials Facial Cleansing Wipes Normal Skin | 25 pack,$7.20,$0.29 per 1ea
Head & Shoulders Shampoo Dry Scalp | 660mL,$9.50,$1.44 per 100mL | Was $19.00
Head & Shoulders Clean & Balanced Shampoo | 660mL,$9.50,$1.44 per 100mL | Was $19.00
Poise Pads For Bladder Leaks Extra Plus | 10 pack,$6.00,$0.60 per 1ea
Depend Real Fit Incontinence Underwear Regular Women Medium | 8 pack,$10.24,$1.28 per 1ea
Listerine Total Care Antibacterial Mouthwash | 500mL,$10.00,$2.00 per 100mL
Reef Coconut Sun Tan Oil | 125mL,$13.50,$10.80 per 100mL
Sensodyne Sensitive Teeth Pain Daily Care + Whitening Toothpaste | 110g,$9.70,$8.82 per 100g
,$12.00,$14.12 per 100g
Palmolive Men Active Shower Gel | 1L,$10.00,$1.00 per 100mL | Was $12.00 on May 2022
Cetaphil Moisturising Lotion | 250mL,$12.50,$5.00 per 100mL
Vaseline Intensive Care Aloe Soothe Body Lotion | 750mL,$16.00,$2.13 per 100mL
Cetaphil Moisturising Lotion | 500mL,$19.00,$3.80 per 100mL
Cetaphil UV Defence Moisturiser SPF50+ | 50mL,$24.00,$48.00 per 100mL
Banana Boat SPF 50+ Sunscreen Sport | 400g,$26.00,$6.50 per 100g
Dove Beauty Bar Regular | 2 pack,$4.20,$2.10 per 1ea
Dove Beauty Bar Shea Butter | 2 pack,$4.20,$2.10 per 1ea
Rexona Men's Antiperspirant Aerosol Deodorant Quantum | 250mL,$6.00,$2.40 per 100mL | Was $6.50 on May 2022
Coles Thin Black Ponytailers | 28 pack,$5.60,$0.20 per 1ea
Oral-B Stages 3 Toothbrush 5-7 Years | 1 pack,$1.77,$1.77 per 1ea | Was $3.55
Beach Road Naturals Sandalwood- Germanium & Bergamot Body Bar | 150g,$2.10,$1.40 per 100g | Was $3.50
Beach Road Natural Paw Paw Extract Castile Body Bar | 150g,$2.10,$1.40 per 100g | Was $3.50
Natures Commonscents Goats Milk Soap | 100g,$2.20,$2.20 per 100g
Dettol Instant Hand Sanitiser Clip | 50mL,$3.20,$6.40 per 100mL | Was $4.00
Cottons Organic Ultra Thin Pads Regular | 14 pack,$3.25,$0.23 per 1ea | Was $5.50
Dettol 2 in 1 Hands and Surfaces Antibacterial 15 Wipes | 1 pack,$3.00,$3.00 per 1ea
Dettol Antibacterial Liquid Hand Wash Pump Aloe Vera and Vitamin E | 250mL,$2.80,$1.12 per 100mL
Bosistos Banksia Flower & Lavender Hand Wash Pump | 500mL,$4.50,$0.90 per 100mL | Was $9.00
Oral B Cross Action Charcoal Toothbrush | 2 pack,$4.50,$1.50 per 1ea | Was $9.00
Sunsilk Addictive Brilliant Shine Conditioner | 350mL,$4.55,$1.30 per 100mL | Was $6.50
Velvet Sorbolene Soap | 2 pack,$4.30,$2.15 per 1ea
Voost Energy Orange & Mango 20 Effervescent Tablets | 1 pack,$5.40,$5.40 per 1ea | Was $9.00
Femfresh Pure & Gentle For Sensitive Skin Intimate Care | 250mL,$5.50,$2.20 per 100mL | Was $7.00
Tresemme Hairspray Salon Finish Extra Hold | 75g,$4.00,$5.33 per 100g
Gillette Daisy Classic Shaving Razors | 5 pack,$5.00,$1.00 per 1ea
Quick-Eze Chewy Peppermint Antacid Tablets | 3 pack,$6.60,$5.45 per 100g
Schwarzkopf Taft Super Hold Styling Gel | 250g,$5.00,$2.00 per 100g | Was $5.50 on Jul 2022
Nivea Men Protect & Care Moisturising Shaving Foam + Aloe Vera | 200mL,$6.00,$3.00 per 100mL
L'Oreal Men Expert Total Clean Gel | 300mL,$6.50,$2.17 per 100mL
Norsca Ultra Protection Antiperspirant Forest Fresh Deodorant | 245mL,$7.50,$3.06 per 100mL
﻿Skyn Original Condoms  | 10 Pack,$9.00,$0.90 per 1ea | Was $10.50
Palmolive Vanilla & Sweet Almond Foaming Hand Wash | 400mL,$7.00,$1.75 per 100mL
Colgate Plax Premium Gentle Mint Mouthwash | 500mL,$7.00,$1.40 per 100mL
Palmolive Naturals Milk & Honey Shower Gel | 1.8L,$12.00,$0.67 per 100mL | Was $14.00
Nivea Sun SPF 50+ Kids Caring Roll On Sunscreen Lotion | 65mL,$12.00,$18.46 per 100mL
Sensodyne Sensitive Teeth Pain Daily Care Extra Fresh Toothpaste | 110g,$9.70,$8.82 per 100g
Palmolive Milk & Honey Shower Gel | 1L,$10.00,$1.00 per 100mL | Was $12.00 on May 2022
Palmolive Anti-Stress Shower Gel | 1L,$10.00,$1.00 per 100mL | Was $12.00 on May 2022
Cetaphil Gentle Skin Cleanser | 250mL,$10.50,$4.20 per 100mL
Tena Maxi Night Pads | 14 pack,$10.00,$0.71 per 1ea | Was $10.80 on Nov 2022
Cenovis Sugarless Vitamin C 500mg Tablets For Immunity | 160 pack,$12.95,$0.08 per 1ea
Dove Nourishing Secrets Restoring Coconut Body Wash | 1L,$17.00,$17.00 per 1L
Claratyne Allergy Hayfever Relief Antihistamine Tablets | 10 pack,$12.60,$1.26 per 1ea
Pantene Pro-V Classic Clean Shampoo | 900mL,$19.00,$2.11 per 100mL
Gillette Venus Deluxe Smooth Sensitive Women's Razor +2 Blade | 1 pack,$17.50,$17.50 per 1ea
Bic Flex 3 Men's Disposable Razor | 4 pack,$6.20,$1.55 per 1ea
Palmolive Luminous Oils Liquid Hand Wash Coconut | 500mL,$7.00,$1.40 per 100mL
Colgate Kids Junior Bluey Manual Soft Toothbrush | 1 each,$3.50,$3.50 per 1ea
Rexona Anti Persp Deodorant Cotton | 250mL,$6.00,$2.40 per 100mL | Was $6.50 on May 2022
OC Naturals Blood Orange & Bergamot Hand Wash | 500mL,$5.00,$1.00 per 100mL
Colgate 360 Advanced Medium Toothbrush | 4 pack,$18.00,$4.50 per 1ea
Libra Liners Active Protect | 50 pack,$5.00,$0.10 per 1ea
Colgate Savacol Original Mouthwash | 300mL,$10.00,$3.33 per 100mL
Coles Anti Bacterial Hand And Body Wipes | 40 pack,$3.20,$0.08 per 1ea
L'Oreal Elnett Normal Strength Hair Spray | 75mL,$2.75,$3.67 per 100mL | Was $5.50
Poise Liners For Bladder Leaks Extra Light | 10 pack,$2.20,$0.22 per 1ea
The Goat Skincare Original Soap Bar | 100g,$2.00,$2.00 per 100g | Was $3.00 on Sep 2022
Coles Heavy Duty Fabric Strips | 40 pack,$3.60,$0.09 per 1ea
Coles Tampons Regular | 32 pack,$3.75,$0.12 per 1ea
Listerine Citrus Fruit Mouthwash | 500mL,$4.00,$0.80 per 100mL | Was $8.00
Listerine Freshburst Zero Mouthwash | 500mL,$4.00,$0.80 per 100mL | Was $8.00
Listerine Zero Alcohol Antibacterial Mouthwash Less Intense Taste | 500mL,$4.00,$0.80 per 100mL | Was $8.00
Rexona Men Advanced Antiperspirant Deodorant Lemon Crush | 220mL,$4.25,$1.93 per 100mL | Was $8.50
Band Aid XL Fabric Tough Strips | 10 pack,$4.00,$0.40 per 1ea
,$6.00,$6.76 per 100mL
,$6.00,$6.76 per 100mL
Dove Body Wash Deeply Nourishing | 100mL,$3.50,$3.50 per 100mL
Oral B 3D White Luxe Perfection | 95g,$4.50,$4.74 per 100g | Was $9.00
L'Oreal Elvive Dream Lengths Shampoo | 300mL,$4.50,$1.50 per 100mL | Was $8.00
L'Oreal Elvive Dream Lengths Conditioner | 300mL,$4.50,$1.50 per 100mL | Was $8.00
L'Oreal Elvive Extraordinary Oils Conditioner | 300mL,$4.50,$1.50 per 100mL | Was $8.00
Pikster Interdental Brush Size 3 Medium | 10 pack,$4.90,$0.49 per 1ea
Oral B Gum Care & Breath Purify Toothpaste | 110g,$5.00,$4.55 per 100g | Was $10.00
Band-Aid Waterproof Tough Strips Extra Large | 10 pack,$4.95,$0.50 per 1ea
Rexona Clinical Protection Shower Clean Antiperspirant Deodorant | 180mL,$5.50,$3.06 per 100mL | Was $11.00
Femfresh Wash Soothing | 250mL,$5.50,$2.20 per 100mL | Was $7.00
Norsca Forest Fresh Antiperspirant Roll On Deodorant | 50mL,$4.30,$8.60 per 100mL
Dove Women Antiperspirant Roll On Deodorant Original | 50mL,$4.50,$9.00 per 100mL
Herbal Essences Bio Renew Morocco Argan Oil Shampoo | 400mL,$6.00,$1.50 per 100mL
Schick Hydro Silk Disposable Razors Touch Up | 3 pack,$6.00,$2.00 per 1ea | Was $12.00
Palmolive Lime Hand Wash | 1L,$6.00,$0.60 per 100mL
Palmolive Original Hand Wash | 1L,$6.00,$0.60 per 100mL
Dry Idea Sport Aerosol Deodorant For Men | 150g,$2.50,$1.67 per 100g
Colgate Whitening & Tartar Pump Toothpaste | 130g,$7.20,$5.54 per 100g | Was $9.00
Advil Tablets 200mg Ibuprofen Pain & Fever Relief | 24 pack,$4.50,$0.19 per 1ea
Nivea Men Everyday Active Fresh Aerosol Antiperspirant Deodorant | 250mL,$7.50,$3.00 per 100mL
Dettol Profresh Shower Gel Body Wash Lemon and Lime | 950mL,$8.75,$0.92 per 100mL | Was $12.50
Colgate 2 in 1 Liquid Gel Whitening Toothpaste & Mouthwash | 130g,$6.50,$5.00 per 100g
Difflam Honey & Lemon Flavour Regular Lozenges  | 16 pack,$6.50,$0.41 per 1ea
Colgate Travel Pack | 1 pack,$9.00,$9.00 per 1ea
First Response Pregnancy Test Instream | 1 pack,$9.00,$9.00 per 1ea
Booby Tape Nude 5m | 1 pack,$11.00,$11.00 per 1ea | Was $22.00
Dove Shampoo Daily Care | 820mL,$11.90,$1.45 per 100mL | Was $17.00
Health Basics Skin IQ Body Wash Skin Relief | 1L,$12.00,$12.00 per 1L | Was $15.00
Hismile Toothpaste Peach Iced | 60g,$13.00,$21.67 per 100g
Berocca Energy Vitamin Original Berry 30 Effervescent Tablets | 1 Pack,$13.84,$46.13 per 100ea | Was $17.30
Simple Kind To Skin Facial Cleansing Wipes 2x25 Pack | 50 Pack,$12.00,$0.24 per 1ea
Palmolive Pomegranate & Mango Shower Gel | 1L,$10.00,$1.00 per 100mL | Was $12.00 on May 2022
Palmolive Chery Blossom Shower Gel | 1L,$10.00,$1.00 per 100mL | Was $12.00 on May 2022
Sensodyne Sensitive Rapid Relief Extra Fresh Toothpaste | 100g,$12.30,$12.30 per 100g
Betadine Sore Throat Gargle Ready To Use | 120mL,$14.50,$12.08 per 100mL
Tresemme Moisture Rich Shampoo | 940mL,$14.00,$1.49 per 100mL
Nivea Sun SPF 50+ Trigger Spray Sunscreen | 300mL,$23.00,$7.67 per 100mL
Dove Nutritive Solutions Conditioner Intensive Repair | 320mL,$7.70,$2.41 per 100mL
MacLeans Multi Action Soft Toothbrush | 1 each,$3.50,$3.50 per 1ea
Nivea Men Protective Face Moisturiser Cream for Sensitive Skin + SPF15 | 75mL,$13.00,$17.33 per 100mL
White Glo Charcoal Deep Stain Remover Whitening Toothpaste | 205g,$9.00,$4.39 per 100g
Neutrogena Ultra Sheer Face Fluid SPF 50 | 40mL,$23.00,$57.50 per 100mL
Coles Tortoiseshell Claw Grips Black | 2 pack,$5.60,$2.80 per 1ea
Coles Thick Ponytailers Snagless Black | 28 pack,$6.80,$0.24 per 1ea
Oral B Complete 5 Way Clean Soft Toothbrush | 1 pack,$2.00,$2.00 per 1ea | Was $4.00
Rexona  Women Roll On Invisible Dry Fresh | 50mL,$2.25,$4.50 per 100mL | Was $4.50
Coles Talcum Powder | 200g,$2.00,$1.00 per 100g
Coles Twin Blade Disposable Razor Women | 10 pack,$2.00,$0.20 per 1ea
Nature's Organics Fruits Wild Berry Shampoo | 500mL,$2.00,$0.40 per 100mL
Palmolive Naturals Milk & Honey Shower Gel | 100mL,$2.20,$2.20 per 100mL
Schick Xtreme 3 Ultimate Disposable Razor | 4 pack,$3.35,$0.84 per 1ea | Was $6.70
Scunci Elastics All Hair | 10 pack,$3.45,$0.35 per 1ea | Was $4.95
Nivea Black & White Female Deodorant Mini | 35mL,$3.00,$8.57 per 100mL
Scunci Mixed Inner Polybands 300 pieces | 1 pack,$4.20,$4.20 per 1ea | Was $6.00
,$4.25,$1.93 per 100mL | Was $8.50
Carmex Original Lip Balm Jar | 7.5g,$4.40,$58.67 per 100g | Was $5.50
Tena Lady Pads Maxi With Insta Dry | 6 pack,$4.41,$0.74 per 1ea
Mitchum Natural Power Cedarwood Roll On | 40g,$4.50,$11.25 per 100g | Was $7.50
Oral B Cross Action 3D White Toothbrush | 2 pack,$4.50,$0.17 per 1ea | Was $9.00
Rexona Women Cotton Dry Anti-Perspirant Deodorant | 50g,$4.50,$9.00 per 100mL
Colgate Tartar Control Dental Floss | 25m,$3.50,$0.14 per 1M
Oral-B Gum Care & Sensitivity Repair Toothpaste | 110g,$5.00,$4.55 per 100g | Was $10.00
Monday Shampoo Gentle | 350mL,$5.00,$1.43 per 100mL | Was $10.00
Oral B Sensitivity & Gum All Day Protection Toothpaste | 90g,$5.00,$5.56 per 100g | Was $10.00
Herron Gold Paracetamol Tabsules Bottle | 20 pack,$3.80,$3.80 per 1ea
Macleans Little Teeth Kids Toothbrush | 1 pack,$4.00,$4.00 per 1ea
Coles Effervescent Tablets Orange | 15 pack,$5.50,$0.37 per 1ea
Dettol Antibacterial Liquid Hand Wash Aloe Vera and Vitamin E Refill | 950mL,$6.00,$0.63 per 100mL | Was $10.00
Panadol Children's Chewable  7+ Years | 12 Pack,$6.00,$0.50 per 1ea | Was $6.50
Colgate Total Mint Stripe Multi Benefit Toothpaste | 115g,$4.00,$3.48 per 100g | Was $4.50 on Apr 2022
